name|orcid|month_of_birth|year_of_birth|mail|bio
Saadi Boudjit|4348-7114-0902-6890|12|1981|fGnaz@gmail.com|The best organic green tea available in teabags.
Nabil Sahli|7302-0807-0626-0571|5|1956|SkcCCP@duck.com|Refined Tea Taste
Didier Aubry|2490-0934-5259-9932|11|1982|eZIHA@tiscali.it|The very best organic green tea!!
Bram Lievens|0000-0002-2284-8171|1|1980|UunxVHB@tiscali.it|will never buy a different brand again
Nicola Timeus|7132-7727-0150-8121|3|1958|zZiAz@tiscali.it|new recipe gone bad
Debahuti Mishra|0064-5880-0278-6769|12|1940|vpsnLIb@mail.polimi.it|dissapointed
Thomas Schrader|3644-7078-5572-0808|9|1942|VGReWlt@gmail.com|Devine  White clam sauce?
Gordon J. Pace|5557-7447-7512-3568|5|1981|MvNFVy@outlook.it|Size of can seemed bigger
Marlon Dumas|1039-9839-1444-1705|7|1967|nVchS@tiscali.it|Chopped Clams
Stéphane Frénot|5094-1428-1391-7394|4|1964|lRmOpU@outlook.it|Great Price
Bruno Bonté|9348-0505-7353-5539|5|1950|OBgkx@mail.polimi.it|Premium Quality Dog Food!!!
Rainer Schnell|3265-7362-1189-6677|1|1942|pQmGDev@tiscali.it|Good stuff!
Tevfik Bultan|7378-3188-5866-8409|5|1988|wcbVM@gmail.com|Grove Square Hot Cocoa Cups, Milk Chocolate, Single Serve cup for Keurig K-cup brewers, 24 Count
Francesco Bongiovanni|0976-7884-5175-7367|12|1948|vElqH@mail.polimi.it|Delicious Hot Cocoa
Hiba Tabbara|0000-0001-7317-574X|7|1954|rjXUEC@mail.polimi.it|So yummy!
Anna Wilbik|4548-0820-7393-0132|4|1954|oaJgIsb@gmail.com|yummy
Benedetto Matarazzo|9002-8576-8778-8741|3|1981|GIkgG@tiscali.it|Great!
Yannis E. Ioannidis|0001-0394-7664-7984|11|1972|KMTPs@outlook.it|Decent Flavors but a little weak
Bonnie J. Dorr|3183-8886-1885-5357|7|1955|EVoiuIW@tiscali.it|Great hot chocolate
Hassine Moungla|9666-0959-7060-1636|5|1958|ASdlD@duck.com|Great cup of cocoa
Dongmin Guo|7620-9188-5787-7311|4|1949|FPOqOr@tiscali.it|Disgusting
Alex X. Liu|8133-3225-5096-8084|6|1948|XnrrCvk@mail.polimi.it|Fast, Affordable, & very good!!!
Ivana Passamani|3399-0111-3496-8496|1|1967|Hqpowdc@duck.com|Hot Cocoa right on time
Michael Huth|8831-5114-5343-2365|9|1978|NmmsfhT@tiscali.it|Along these lines
Keyurkumar Patel|2863-0360-6826-7565|3|1972|zajnUxK@mail.polimi.it|A CHOCOHOLIC'S VIEW
Konstantinos Varvoutas|7311-1540-6998-4621|1|1989|ZWRAB@outlook.it|Great Hot Cocoa!
Shiping Chen 0001|0000-0002-4603-0024|10|1946|jIVnGXG@gmail.com|Sweet cocoa
Marie Toldo|1303-5829-7121-4103|6|1982|XJHKxip@gmail.com|should say diet
Kalervo Järvelin|0246-3958-6178-3323|11|1973|divkpL@tiscali.it|good hot cocoa
Tobias Brandt|7252-8495-4189-0849|8|1943|WdszyA@mail.polimi.it|If you like the taste of artificial sweetner it is ok.
Qian Lin|4482-6920-7277-8136|12|1956|MtqncK@duck.com|Grove Square Hot Cocoa For Keurig
Valdir Agustinho de Melo|0803-4774-1816-5670|4|1982|CkmKy@outlook.it|highly recommended hot chocolate
Sung-Kook Han|8566-4012-1374-6311|6|1954|zuancki@gmail.com|Best Keurig Hot Chocolate so far
Aidan Lyon|2905-7605-9577-2742|9|1943|zCIdEJr@outlook.it|A++ Service
Julien Ponge|6531-8792-7779-1092|3|1949|flHtsUn@mail.polimi.it|Great Value and Super Yummy!
Karen Works|5386-8123-9501-3263|8|1953|jHbtA@tiscali.it|Great taste
Stefan Schauer|0000-0003-4446-9081|9|1947|tffQnF@mail.polimi.it|Grove Square
Michael Hunter|5269-9344-0190-3005|6|1986|sxlmJ@outlook.it|Pretty good cocoa
Vladimir Trajkovik|7105-0666-3481-7708|11|1943|BtcLXMk@tiscali.it|What a great value!!
M. Pigazzini|2049-4942-9218-2730|7|1977|qcvcuB@outlook.it|Great product, great price ...
Michael Trent|8063-1936-6136-8475|10|1951|eWUyT@gmail.com|Grove square Hot Cocoa cups,Milk Chocolate For Keurig K-cups Brewers, 24 Count
Peter H. Schmitt|8647-8423-2897-4655|7|1966|xDrcPg@duck.com|tastes pretty good
Petra Budíková|0000-0003-1523-1744|7|1973|khvVtC@gmail.com|Love the hot chocolate
Goran Bujas|2694-9548-8038-8201|2|1957|dtokmPW@tiscali.it|Easy and kids love it
Alia I. Abdelmoty|9088-4727-3563-8370|9|1953|UsOrYbm@duck.com|Great tasting coco
Ali Hamidi|6228-9299-3300-5869|1|1980|SErjNyj@mail.polimi.it|Kcup Hot Cocoa
Boris Kaganovich|9688-1973-1738-1919|11|1974|gEJtOq@duck.com|Love it!
Jian Lü 0001|0110-6844-8442-2351|1|1982|YbwoBb@outlook.it|great taste for a great price
Maria Luisa Sapino|4068-5221-5661-8854|8|1965|CBhhIBt@mail.polimi.it|Keurig hot chocolate
Joachim Hertel|1320-2053-3501-6723|9|1978|qeuQAtQ@gmail.com|Great Dark Cocoa
Eduard Gringinger|9804-3343-0863-0076|1|1967|tvcCQ@outlook.it|Still Looking
Wei Li 0006|8589-7475-8745-0994|9|1954|RBquLul@duck.com|Taste is okay
Mariusz Flasinski|6673-2952-5446-4288|8|1960|ffihH@gmail.com|The kids love it!
Vincent Breton|0000-0001-8197-7080|8|1969|ALtRaS@duck.com|Found the secret
Mohammed Erradi|5819-8330-0769-9749|7|1960|SsggR@tiscali.it|the best chocolate taste out there!
Andreas Dander|8460-3205-3779-1202|2|1976|NHsWCh@tiscali.it|Hot cocoa k-cups
Tanja Tarvainen|2807-7927-9899-1596|6|1956|zWWIw@outlook.it|cocoa
Jörg Benze|1504-1129-0366-2711|4|1960|AhyGz@mail.polimi.it|Good cocoa
Xiao Zhou|8782-2058-4520-3383|7|1974|SOWPFC@outlook.it|Great hot chocolate!
Frank Kargl|4087-8842-7822-1573|12|1967|rZwBAWH@gmail.com|Best hot chocolate
Haitham Yaish|0148-5497-1054-8210|6|1966|cQjhW@tiscali.it|Hot Cocoa
Yang Feng|1508-8962-8683-8356|1|1955|YAglq@gmail.com|Very good Hot Chocolate
Utz Westermann|6587-7176-9133-1435|5|1945|WydgvPl@duck.com|HARD TO BELIEVE
Hans-Arno Jacobsen|2263-6771-2326-2718|10|1963|pAUDpS@outlook.it|Eh... why bother?
Laura Bahiense|0294-1927-1550-4581|9|1964|xdkNTCd@mail.polimi.it|love this
Ajoy Kumar Datta|0164-9485-2429-6102|2|1988|HjysedP@mail.polimi.it|Can taste artificial sweetner.
Matti Lassas|3847-0445-6350-1756|12|1976|YnpfA@outlook.it|very good
Riad Ladjel|0820-1832-7048-6878|8|1948|AqGVt@duck.com|I like old school cocoa much better
Prithviraj Dasgupta|0000-0003-4601-905X|5|1975|JyjEdWb@outlook.it|Grove Square Hot Coco K-Cups
Ramphul Ohlan|0000-0003-3367-2631|4|1977|DBlgkCV@gmail.com|Kids Love it, Taste Best to me...
Yan Zhang 0030|5355-1837-1041-3899|6|1940|ksQyJt@duck.com|good taste comes in small packages
Todd Eavis|6610-1359-4431-2256|1|1954|ksifhr@tiscali.it|I LOVE THIS HOT CHOCOLATE FOR THE KEURIG!
Mor Peleg|2554-4169-3023-7255|3|1960|Szswb@outlook.it|Love the flavor
Serge Mankovski|8081-9394-5757-1661|8|1976|ydXFhbp@tiscali.it|Creamy & Rich Cocoa
Hatem Hadj Kacem|0000-0002-9908-4042|7|1944|yUzBq@tiscali.it|best k-cup hot chocolate
Luigi Ubezio|1084-8635-4490-7325|5|1962|ZnOup@outlook.it|k-cup cocoa
Stefan Henningsson|0311-9152-9413-9458|7|1987|LZLQH@duck.com|If you like hot chocolate, this is great
Leah Mutanu|4692-2719-4030-5729|4|1954|kCsDky@mail.polimi.it|worth it
Rabha W. Ibrahim|0000-0001-9341-025X|8|1974|HNdHl@tiscali.it|Very convenient and pretty good
Syed S. Rizvi|1319-2898-6949-6655|12|1945|bsSJBDe@outlook.it|Really good!
Payam Tabrizian|1894-0108-1032-8129|6|1954|SnCznPH@duck.com|Received expired product
Guolong Wang|2217-2745-2911-4588|10|1959|leqSz@tiscali.it|Warms the soul........
Alexander Beck|5694-1163-6665-0751|8|1969|qnMBTBl@duck.com|Ugh so not what I was expecting >.&lt;
Pham Huy Dien|9599-9761-7176-1528|8|1959|CKtzr@duck.com|Delicious cocolate
James O. Berger|0326-2607-5292-6992|11|1953|GVjjt@tiscali.it|The Best hot Cocoa in a K-Cup
Stefano Caselli|0784-0573-1352-9983|2|1942|ZnlHevJ@tiscali.it|Very good hot chocolate.
Quan Chen 0002|9298-8156-2340-0429|8|1968|aolhaVj@tiscali.it|Oh please... get an envelope and some hot water
Vincenzo Piuri|3124-8325-8623-0466|4|1946|QuQhpZ@gmail.com|OK for the price, not great
Son T. Mai|5213-6083-4483-8376|1|1978|dyaIvx@outlook.it|so so
Leonard J. Jowers|9814-9396-1245-9622|2|1980|oOUOb@gmail.com|Well worth the money
Nasro Min-Allah|0089-6206-8088-2111|12|1950|ybsNd@duck.com|Rich, smooth and creamy
R. Welge|3075-9696-3375-6889|2|1957|pLzgmoo@duck.com|amazon nut
Samiha Ayed|5930-3480-0625-1836|3|1972|moyihd@mail.polimi.it|PERFECT!
Imene Mami|8944-3340-2268-1925|11|1944|qVvhjL@duck.com|SWEET
Hans-Peter Kriegel|0734-0264-8825-8493|10|1986|pzidHX@gmail.com|Hot Cocoa K-cups
V. Aakanksha|9288-2530-2060-8272|7|1947|vTGWLaN@gmail.com|Sugar AND Sucralose
Josep Carmona 0001|0000-0001-9656-254X|5|1988|toGlo@outlook.it|Really tasty...
Jürgen Wäsch|5929-4009-6885-2518|6|1949|BDKDjaq@gmail.com|Great Value
Rajat Mehrotra|7865-9298-4327-9980|6|1940|ZBsdk@tiscali.it|Not bad using CoffeeMate Chocolate Creamer
Eunice Sirri|3365-8926-6479-2827|10|1984|KjQCEew@outlook.it|nummy
Teodor Gabriel Crainic|2041-6081-7402-2296|10|1944|dxQQEcg@duck.com|kids will love it
László Györfi|6891-1274-4132-8329|3|1952|OiBhxz@gmail.com|Buy packets, swiss miss is better and cheaper.
Giuseppe De Giacomo|6283-9243-1052-2692|10|1969|hhujH@gmail.com|Too watery after multiple settings.
Bill Curtis|8834-8093-2347-5369|7|1965|euyRhQK@duck.com|Good drink
Ozgur Kurc|3813-6876-9536-1362|5|1982|knhta@outlook.it|Never without!
Kerry L. Taylor|9644-9730-7162-1390|4|1977|RmSLhRy@outlook.it|Grandkids love it!
Alexandre Termier|4143-0943-6765-5416|8|1947|TGXSTC@outlook.it|Great cocoa..
Nevenka Dimitrova|7860-0427-5404-8937|11|1947|NRskkpa@gmail.com|keurig hot chocolate
Nicolas Hascoët|5176-8903-4056-9471|11|1947|MNwTlQX@tiscali.it|Grove cocoa k-cups
Christopher B. Jones|3337-3350-3900-3946|5|1960|LkYboq@mail.polimi.it|Not Swisshot chocolate
Martin Wessner|6838-8185-5397-2482|4|1967|UGBMuf@tiscali.it|Kids love it - me not so much
Chiara Tacchino|0000-0002-4338-5356|2|1979|ObKyAp@duck.com|Hot Choc K Cup
Tossapon Boongoen|8597-4574-4688-1075|5|1964|LilRlt@mail.polimi.it|Better than the others, but still not quite there
Adrien van den Bossche|0018-2595-3170-1845|1|1979|jdDVQ@outlook.it|Why can't anyone make a hot cocoa without sucralose/Splenda in it?
Yufei Tao 0001|7118-6279-1198-8527|6|1980|SlufP@duck.com|Really Good Hot Cocoa - Highly Recommended
Alain Léger|5656-9067-5967-4555|1|1971|EtYpkL@outlook.it|Great flavor!
Mohand-Said Hacid|3356-5223-6447-9329|9|1989|sbywZx@tiscali.it|Not bad. Not bad at all.
Dechang Pi|4475-9784-0534-0006|6|1964|OHaey@mail.polimi.it|Perfect Cocoa
Zhinoos Razavi Hesabi|1992-1546-5448-8715|11|1945|yzsoG@duck.com|Tasty and at a great price.
Imane Mnie-Filali|4290-6674-6580-2859|3|1942|FhMKgKK@outlook.it|Much better than expected, great for the kids
Nicolas Bigards|5141-4208-6784-4805|2|1981|YMHDLb@mail.polimi.it|Rich, thick cocoa.  Surprisingly good!
Michel Herbin|2126-9640-8011-3670|11|1974|ndCNl@outlook.it|Pleasantly surprised
Matthew Blumberg|3102-4506-5007-3851|8|1983|QoWxxLW@mail.polimi.it|Sucralose!
Chibuzor Udokwu|0000-0002-6852-5976|7|1980|QNkQc@duck.com|Tasty and Good for Weight Watchers!
Kévin Bouchard|5587-9382-3189-9034|11|1958|DqkRclq@duck.com|Yummy!!
Dangxiao Wang|2388-6816-2329-2718|1|1941|OFNIV@outlook.it|Hot Cocoa
Murat Kantarcioglu|6387-7320-7278-0784|5|1951|dJvJs@mail.polimi.it|k-cups
Gamal Elkoumy|0083-9171-9786-1381|5|1970|KzxCL@duck.com|Not bad, not bad at all
Jorge Coelho 0001|5566-2372-1339-2331|3|1962|RdiGy@gmail.com|TASTE GREAT
A Min Tjoa|0000-0002-8295-9252|12|1983|cfwNR@outlook.it|Yummy!
Mark Hauschild|2818-0927-0134-0294|3|1965|MWHfr@mail.polimi.it|Best Ever
Sherif Abdelwahed|5025-4987-9002-9012|12|1962|XRsXVy@outlook.it|Good Hot Chocolate
Guillaume Urvoy-Keller|3200-3181-2279-2261|7|1988|vEYaY@duck.com|Yummy!
Sarunas Girdzijauskas|3295-1265-3415-0101|7|1944|hqFOx@gmail.com|Not bad for the price!
Gabriele Meoni|0000-0001-9311-6392|1|1946|enXeIdG@tiscali.it|NASTY
Anna Kasperczuk|3937-5370-2825-1913|1|1967|XLIgzbv@outlook.it|Grove Square Hot Cocoa
Uwe Meyer-Baese|4582-6556-6281-8772|10|1977|cHtTV@outlook.it|Pleased with it
Jon A. Pastor|1355-5153-1944-0530|12|1965|HDBFT@outlook.it|Grove Square Hot Chocolate is the best.
Krishna Mohan Poluri|9222-1108-8081-7196|4|1963|eqkVxCd@outlook.it|Great hot chocolate and reasonable price
Wim Vanderperren|8696-9760-3822-5511|6|1979|KXAMz@gmail.com|"Tastes ""off"""
Douglas Frye|2749-6188-7660-0982|12|1944|muNvro@gmail.com|Peppermint is our favorite
Volker Reitmann|1848-2324-9674-6799|9|1949|chUnY@gmail.com|Horrible
Nancy D. Griffeth|2276-2282-7171-5655|10|1965|FlQGMx@duck.com|Best K cup hot cocoa
Mohamed Jmaiel|6563-4414-6652-7251|4|1958|zCIiO@gmail.com|Not good
Tobias Baum|0000-0003-3623-5349|4|1954|MSSIWxL@tiscali.it|Great Tasting! Great Value
Zack Settel|8262-7581-4231-4797|11|1944|EAYyJY@duck.com|Tasty
Mehmet M. Dalkiliç|5035-8163-8875-0767|7|1946|eFLbCGS@outlook.it|Best Hot Cocoa
Leo Corry|3992-9278-8778-3452|7|1960|FdExUEh@gmail.com|Really Awful
David Corne|4077-3141-4310-2031|1|1951|hVJojLu@tiscali.it|Best Hot Chocolate for K-Cups
Mohammad Alhawari|9789-5115-0293-5400|1|1977|wEoAFIO@tiscali.it|Good flavor and wont break the bank
Peter J. Fleming|5185-3977-0045-5864|6|1962|xZCanR@mail.polimi.it|FAVORITE HOT COCOA!
Pietro Zanuttigh|8427-8872-0703-9090|9|1989|PufAg@gmail.com|Yummy
Que Nguyet Tran Thi|6857-0750-5263-8574|1|1985|KZkLm@gmail.com|Yummy hot chocolate
Otmar Scherzer|0000-0001-9378-7452|3|1965|PRVSQkm@outlook.it|Pretty good hot chocolate
Bernard Zygelman|9339-1209-7681-8408|7|1949|oiVSi@duck.com|Should have listened to other bad reviews :(
Chi Yang|4779-9192-8128-3305|3|1976|JFtiiDi@tiscali.it|Good Buy
Shaoyi Yin|1570-2085-7917-6194|11|1961|Vqmzz@tiscali.it|Tastes like a diet product
Yuqi Lin|5404-9914-5714-6497|12|1959|wEstdiw@outlook.it|Not good!
J. Harshan|1218-6630-7369-4475|12|1971|xvXpyt@tiscali.it|Chocolate heaven!
Kyung Hyan Yoo|3715-4013-2109-9697|10|1965|osRlh@duck.com|Awesome!
K. Senthil Kumar|5321-5230-3983-8598|11|1952|AYCicWK@duck.com|Funny taste?
Sven Schade|3848-0822-2397-0653|3|1959|xPxHAi@mail.polimi.it|Artificial Sweetener! YUCK!
Mohamad Sawan|4780-5936-4580-5264|5|1960|EEIBcg@mail.polimi.it|YUM!
Fan Du|4891-2252-1857-4192|9|1950|ILnwi@gmail.com|Well pleased.
Robert Noll|2848-6485-1684-6901|9|1961|eUrOj@duck.com|Good Flavor
José Valdeni de Lima|2507-5078-3838-1947|6|1965|eIClIk@tiscali.it|great product, great price, pepermint is outstanding
Mária Bieliková|8078-0233-6246-9490|1|1983|BqoHoj@outlook.it|Great taste the whole family loves
Cyrille Bertelle|0000-0002-5484-161X|1|1986|LPavSzb@mail.polimi.it|hot cocoa
Roberto Baldoni|0543-3561-6022-9107|12|1954|ebaALs@outlook.it|Very good Hot Chocolate
Johannes Wagner 0004|0000-0002-3226-2457|5|1957|aFdNNa@mail.polimi.it|Grove City Hot Chocolate
Jiajin Le|3544-9070-1657-3597|2|1969|nHgpX@duck.com|good and tasty
Shonali Krishnaswamy|6834-3072-5742-7180|1|1982|gAlARF@duck.com|Great Deal, Great Cocoa!
Véronique Legrand|2657-3983-0044-9397|4|1956|ivDfHD@outlook.it|Great!!!
Robert Grob|0040-7404-4701-9474|10|1943|mttdI@tiscali.it|Best tasting cocoa k-cup available
Natthakan Iam-on|6447-1328-7309-5729|7|1971|lhfAF@mail.polimi.it|Finally a good k cup hot chocolate!
Chao Zhai 0002|2528-7391-5318-2723|8|1961|mnwXu@outlook.it|Good Cocoa - GREAT price
Mike P. Papazoglou|0000-0002-2482-2282|5|1961|hbmSl@mail.polimi.it|Great
Dietrich Kuske|4854-2080-4182-7237|9|1960|akrrz@mail.polimi.it|Great!
Abdallah Makhoul|0000-0003-0485-097X|9|1940|QSBIb@tiscali.it|So bad I had trouble giving it away!
Hassan Tabout|8556-3789-5963-6098|7|1950|ujsVC@gmail.com|This hits the spot!
Wenchao Xu 0001|5265-4732-8275-1538|1|1985|sPTHv@gmail.com|Yummy!
Ken Chen|0987-7398-8478-3692|12|1947|aMDrLF@duck.com|delicious!
Klaus Nökel|2682-5729-4690-2686|6|1964|DomcIc@duck.com|Excellent Hot Chocolate
Sofiane Ben Amor|9658-2921-8879-6453|10|1945|ztcwAB@mail.polimi.it|Best Hot Cocoa Ever
Ahmed Bouridane|4088-1859-1265-5411|7|1945|zqOhS@gmail.com|BEST HOT COCOA YET
Irina Georgescu|4279-4532-1012-1540|4|1954|LDvywln@gmail.com|Horrible Taste!
Nathalie Habing|4533-5402-7547-0287|7|1948|lPdohuR@outlook.it|So much better than Cafe Escapes!
Michael Stonebraker|1228-7571-2956-4694|5|1962|aEmLID@mail.polimi.it|THE BEST
Grégory Legouverneur|8955-5478-3829-4848|2|1977|iqpaWF@duck.com|Grove Square Hot Chocolate
Thomas Zimmermann 0001|6626-6845-8554-6416|1|1988|RmRVan@tiscali.it|Great Hot Cocoa!
Gianpierre Zapata|0000-0001-7106-9046|8|1966|EADdt@outlook.it|great assortment
Alfred Kobsa|0000-0002-7691-4955|4|1949|xrPTu@mail.polimi.it|GOOD NOT GREAT
Badong Chen|4826-3398-0218-7712|5|1946|xBgVpTm@gmail.com|Yummy!
Hoa Ha Duong|0809-2140-2423-6835|5|1946|VMrRan@duck.com|Good for the money
Nadège Pontisso|4530-6423-4107-3784|8|1958|ZpvnKN@gmail.com|yumm!!
Muhammad Summair Raza|5539-1971-7820-5183|11|1957|rLAYlk@duck.com|Yum!
Kin F. Li|1909-6866-2228-1593|2|1982|AYdUJXV@outlook.it|Great Product!
Giannis Tzimas|2145-6228-3512-8138|7|1974|yubAoC@tiscali.it|EXCELLENT PRODUCT
Abdelmadjid Boukra|6742-5713-4722-7107|10|1973|LBghZ@gmail.com|Tastes Great!
Viviane von Döllen|1320-3508-3633-1722|5|1951|pGBET@tiscali.it|yummy!!!  And fro Amazon too..........
Marie Le Guilly|0656-4909-5272-9842|1|1973|eiImex@outlook.it|Perfect Hot Choc Variety Box
Francisco M. Couto|0000-0003-0627-1496|2|1981|NVDeUEN@outlook.it|You get what you paid for
Mor Naaman|2716-3936-6689-0457|3|1978|glJOC@outlook.it|The Best of All of Them
Christian Knöpfle|7845-8446-6750-7204|12|1979|sJJzS@gmail.com|hot cocoa cups
K. Park|1648-9132-4283-1969|1|1963|cvzRR@gmail.com|Surprisingly good
Badr-Eddine Benkelfat|8048-8586-6155-0109|11|1984|EMFDjWY@tiscali.it|Very good hot cocoa
Bin Cui 0001|2338-5580-5138-7057|1|1963|jnbUes@duck.com|hot cocoa
Sébastien Monnet|6733-3780-7410-4596|9|1969|afGeAh@mail.polimi.it|Great product
Michel Lamure|7694-6814-4820-2343|10|1970|siPbug@outlook.it|Hot Cocoa Anyone?
Eddie Li|0000-0002-9704-7651|1|1967|hQHzETd@mail.polimi.it|Yummy!
Minyi Guo|2612-0484-7329-9743|2|1944|bvqMtRb@outlook.it|Not bad, but same taste as powder packs at grocery store
Hector Garcia-Molina|8552-7536-3374-7556|2|1976|gzjoq@duck.com|Very Good for the price
Peter D. Mosses|0000-0002-5826-7520|6|1942|jtZCyGR@outlook.it|Best Dark Cocoa so fat
Jürgen Angele|0604-8519-5139-2444|7|1952|JUYTA@mail.polimi.it|wow!
George F. Luger|2626-5382-5990-3053|1|1980|QtmGuu@outlook.it|Not Good
Daniele Sancarlo|0000-0001-9541-6364|10|1946|ozgzv@mail.polimi.it|Grove Square K-cups
Saikat Mukherjee|5442-9275-7222-1207|7|1983|qJYGebb@mail.polimi.it|Pretty good - not as bad as others are saying.
Gualtiero Volpe|6383-0545-7958-6112|3|1967|QfbkHVB@outlook.it|Mixed Reviews
Anja Bog|2141-6453-5192-4422|3|1975|zFrPjW@mail.polimi.it|Hot Chocolate
Nilesh N. Dalvi|3181-7113-6966-8884|1|1971|LdXpEtA@duck.com|A little thin
Sebastian Heil|0000-0003-2761-9009|6|1980|XnIbtq@mail.polimi.it|JZ
Stefan Sklorz|6290-5215-3739-6651|10|1949|vVdREu@mail.polimi.it|Much better and less expensive than that ordered from Keurig!
Michael M. Bronstein|0344-9720-3833-9287|12|1953|yKSwCPJ@outlook.it|At least it wasn't expensive.
Georg Boenn|7539-5298-3359-8074|9|1962|zlmHbJ@duck.com|Surprisingly Good!
Isabelle Dela Torre|6474-7471-7088-5455|3|1947|uWOkQU@tiscali.it|Really Good Hot Cocoa - Highly Recommended
Lutz-Peter Kurdelski|7466-5926-2778-0294|8|1983|fUqFw@mail.polimi.it|Too much artificial sweetner
Jens Graupmann|2992-7881-5707-4339|10|1971|iAleBwq@gmail.com|The description does not mention that it is sugar-free
Amihai Motro|5047-1697-2737-0303|4|1987|oBHYxnt@outlook.it|Why does this have sucralose?
Aurélie Suzanne|0000-0001-6431-2909|11|1989|jXUysea@mail.polimi.it|Too sweet, too weak
Enrique Bermejo Nievas|3384-9871-0105-4969|3|1978|CsrteCp@duck.com|Best Hot Cocoa for Keurig
Antonio Coronato|1973-8403-6181-1571|11|1963|ZjzEm@mail.polimi.it|Surprisingly Good.
Chris J. Lintott|4655-9850-0151-3626|6|1946|blqwMTo@tiscali.it|Best Hot Cocoa for Keurig
Gabriele Taentzer|8773-8355-8418-4374|9|1955|dSmtOgN@gmail.com|not perfect but better than the rest
Anthony Jameson|0080-8549-4921-4258|5|1969|koPjKL@duck.com|Excellent hot cocoa!!!
Ichiro Ide|9333-2274-9229-6179|7|1949|lkdNye@tiscali.it|Fantastic
Mostafa Blidia|0809-7240-3530-6763|11|1963|uuEmeGN@duck.com|Delicious!
Slawomir Zadrozny|3742-8898-8671-8558|6|1984|agqZVg@tiscali.it|Great cocoa
Janne Skyt|2396-2025-9807-2787|3|1988|tjVRgg@duck.com|Contains Trans-Fats
Serena Caria|4676-6428-0892-5691|1|1965|fzeGx@duck.com|Very disapointing!!
Paulo Leitão|3735-9528-0749-2379|4|1955|HvPFj@mail.polimi.it|Dark chocolate lover - best I've tried
Oliver Dorn|0000-0002-1529-7295|6|1975|xcGkro@outlook.it|Not good
Rudolf Berghammer|0860-3621-2146-2243|1|1958|ullukB@duck.com|Not bad, but not good either
Otthein Herzog|8004-6821-6253-2996|12|1980|sIxKCin@gmail.com|Bad Taste
Angshuman Guin|5302-4342-4079-7962|11|1951|CfdFxB@duck.com|Worst Hot chocolate ever!
Mário Florido|9931-1215-6074-9524|12|1983|npPsj@gmail.com|It's decent...
Khizar Hayat 0002|0000-0001-5216-6019|2|1951|NZfRxF@tiscali.it|nothing special
Diederik Vos|6406-8576-0505-1809|1|1966|Yzgri@gmail.com|Great as a creamer or added chocolate flavoring
Ulrich Schäfer|1780-9248-5165-3972|9|1985|zfQpJq@tiscali.it|"The ""Replicator"" of our time."
Kazuo Goda|6648-8853-1723-0778|11|1984|bQupNqn@tiscali.it|Delicious
Ratna Dutta|2878-8763-2254-8935|8|1987|AdbKLp@gmail.com|It's Ok. Best I Have Found So Far
Oguzcan Ergün|4196-5128-8895-6305|7|1957|woMSXb@tiscali.it|Great Hot Chocolate
Carlos Cotta|0000-0001-8478-7549|1|1969|UNYKUsj@tiscali.it|Why, oh why, add fake sugar?
Luca Roversi|0000-0002-1871-6109|3|1951|cQeUo@duck.com|Grove square hot cocoa cups, Dark, single serve cup
